run,arm,type,episode,F,tier,lambda_load_R2,lambda_load_R3,w_power,w_speed,dbeta_max_R2,dbeta_max_R3
sched2_comp_s2,schedule_comp,eval,152,-9.79,tol2,1.5,2.6,200.0,50.0,0.045,0.028
sched2_comp_s2,schedule_comp,eval,184,-0.49,tol2,1.5,2.6,200.0,50.0,0.045,0.028
sched2_comp_s2,schedule_comp,eval,216,-28.04,degraded,1.5,2.6,200.0,50.0,0.045,0.028
sched2_comp_s2,schedule_comp,eval,240,-37.98,degraded,3.0,2.6,150.0,50.0,0.06,0.028
sched2_comp_s2,schedule_comp,eval,272,-59.08,degraded,2.0,3.0,150.0,60.0,0.06,0.02
sched2_comp_s2,schedule_comp,eval,300,-244.71,degraded,1.0,1.0,220.0,20.0,0.05,0.05
sched2_comp_s3,schedule_comp,init,0,0.11,tol2,1.0,1.0,220.0,20.0,0.05,0.05
sched2_comp_s3,schedule_comp,eval,32,-131.15,degraded,1.0,1.0,220.0,20.0,0.05,0.05
sched2_comp_s3,schedule_comp,eval,64,-91.32,degraded,1.0,1.0,220.0,20.0,0.025,0.02
sched2_comp_s3,schedule_comp,eval,96,16.99,strict,1.0,1.3,220.0,25.0,0.05,0.04
sched2_comp_s3,schedule_comp,eval,120,19.02,strict,1.0,1.3,220.0,25.0,0.05,0.04
sched2_comp_s3,schedule_comp,eval,152,18.68,strict,1.5,2.6,200.0,50.0,0.045,0.028
sched2_comp_s3,schedule_comp,eval,184,22.11,strict,1.5,2.6,200.0,50.0,0.045,0.028
sched2_comp_s3,schedule_comp,eval,216,22.08,strict,3.0,2.6,150.0,50.0,0.06,0.028
sched2_comp_s3,schedule_comp,eval,240,20.94,strict,2.0,3.0,150.0,80.0,0.06,0.02
sched2_comp_s3,schedule_comp,eval,272,22.4,degraded,2.0,3.0,150.0,80.0,0.06,0.02
sched2_comp_s3,schedule_comp,eval,300,10.84,tol2,1.5,2.6,200.0,50.0,0.045,0.028
sched2_comp_s4,schedule_comp,init,0,-0.01,strict,1.0,1.0,220.0,20.0,0.05,0.05
sched2_comp_s4,schedule_comp,eval,32,-2.77,tol2,1.0,1.0,220.0,20.0,0.05,0.05
sched2_comp_s4,schedule_comp,eval,64,15.22,strict,1.0,1.0,220.0,20.0,0.025,0.02
sched2_comp_s4,schedule_comp,eval,96,-38.19,degraded,1.0,1.3,220.0,25.0,0.05,0.04
sched2_comp_s4,schedule_comp,eval,120,15.02,strict,1.0,1.0,220.0,20.0,0.025,0.02
sched2_comp_s4,schedule_comp,eval,152,-42.31,degraded,1.0,1.0,220.0,20.0,0.025,0.02
sched2_comp_s4,schedule_comp,eval,184,1.15,tol2,1.0,1.0,220.0,20.0,0.025,0.02
sched2_comp_s4,schedule_comp,eval,216,5.79,tol2,1.0,1.0,220.0,20.0,0.025,0.02
sched2_comp_s4,schedule_comp,eval,240,-45.73,degraded,1.5,2.6,200.0,50.0,0.045,0.028
sched2_comp_s4,schedule_comp,eval,272,18.49,strict,1.0,1.0,220.0,20.0,0.025,0.02
sched2_comp_s4,schedule_comp,eval,300,17.05,strict,3.0,2.6,150.0,50.0,0.06,0.028
sched2_ep_s0,schedule_ep,init,0,0.02,strict,1.0,1.0,220.0,20.0,0.05,0.05
sched2_ep_s0,schedule_ep,eval,32,-71.56,degraded,1.0,1.0,220.0,20.0,0.05,0.05
sched2_ep_s0,schedule_ep,eval,64,9.02,strict,1.0,1.0,220.0,20.0,0.025,0.02
sched2_ep_s0,schedule_ep,eval,96,13.44,strict,1.0,1.0,220.0,20.0,0.025,0.02
sched2_ep_s0,schedule_ep,eval,120,15.68,strict,1.0,1.3,220.0,25.0,0.05,0.04
sched2_ep_s0,schedule_ep,eval,152,19.43,strict,1.0,1.3,220.0,25.0,0.05,0.04
sched2_ep_s0,schedule_ep,eval,184,2.36,tol2,1.5,2.6,200.0,50.0,0.045,0.028
sched2_ep_s0,schedule_ep,eval,216,-34.14,degraded,1.5,2.6,200.0,50.0,0.045,0.028
sched2_ep_s0,schedule_ep,eval,240,18.13,strict,3.0,2.6,150.0,50.0,0.06,0.028
sched2_ep_s0,schedule_ep,eval,272,20.55,strict,3.0,2.6,150.0,50.0,0.06,0.028
sched2_ep_s0,schedule_ep,eval,300,18.05,strict,2.0,3.0,150.0,80.0,0.06,0.02
sched2_ep_s1,schedule_ep,init,0,-0.57,tol2,1.0,1.0,220.0,20.0,0.05,0.05
sched2_ep_s1,schedule_ep,eval,32,-109.32,degraded,1.0,1.0,220.0,20.0,0.05,0.05
sched2_ep_s1,schedule_ep,eval,64,-2.11,tol2,1.0,1.0,220.0,20.0,0.025,0.02
sched2_ep_s1,schedule_ep,eval,96,-6.13,tol2,1.0,1.0,220.0,20.0,0.025,0.02
sched2_ep_s1,schedule_ep,eval,120,-23.77,degraded,1.0,1.3,220.0,25.0,0.05,0.04
sched2_ep_s1,schedule_ep,eval,152,11.87,strict,1.0,1.0,220.0,20.0,0.05,0.05
sched2_ep_s1,schedule_ep,eval,184,16.49,strict,1.5,2.6,200.0,50.0,0.045,0.028
sched2_ep_s1,schedule_ep,eval,216,21.81,strict,1.5,2.6,200.0,50.0,0.045,0.028
sched2_ep_s1,schedule_ep,eval,240,17.03,strict,3.0,2.6,150.0,50.0,0.06,0.028
sched2_ep_s1,schedule_ep,eval,272,26.18,strict,3.0,2.6,150.0,50.0,0.06,0.028
sched2_ep_s1,schedule_ep,eval,300,25.88,strict,2.0,3.0,150.0,80.0,0.06,0.02
sched2_ep_s2,schedule_ep,init,0,-0.01,strict,1.0,1.0,220.0,20.0,0.05,0.05
sched2_ep_s2,schedule_ep,eval,32,19.87,strict,1.0,1.0,220.0,20.0,0.05,0.05
sched2_ep_s2,schedule_ep,eval,64,-34.11,degraded,1.0,1.0,220.0,20.0,0.025,0.02
sched2_ep_s2,schedule_ep,eval,96,14.28,tol2,1.0,1.0,220.0,20.0,0.05,0.05
sched2_ep_s2,schedule_ep,eval,120,-77.35,degraded,1.0,1.3,220.0,25.0,0.05,0.04
sched2_ep_s2,schedule_ep,eval,152,2.7,tol2,1.0,1.0,220.0,20.0,0.05,0.05
sched2_ep_s2,schedule_ep,eval,184,20.29,strict,1.5,2.6,200.0,50.0,0.045,0.028
sched2_ep_s2,schedule_ep,eval,216,19.08,strict,1.5,2.6,200.0,50.0,0.045,0.028
sched2_ep_s2,schedule_ep,eval,240,-91.55,degraded,3.0,2.6,150.0,50.0,0.06,0.028
sched2_ep_s2,schedule_ep,eval,272,-105.28,degraded,1.5,2.6,200.0,50.0,0.045,0.028
sched2_ep_s2,schedule_ep,eval,300,19.94,strict,2.0,3.0,150.0,80.0,0.06,0.02
sched2_ep_s3,schedule_ep,init,0,0.11,tol2,1.0,1.0,220.0,20.0,0.05,0.05
sched2_ep_s3,schedule_ep,eval,32,-131.15,degraded,1.0,1.0,220.0,20.0,0.05,0.05
sched2_ep_s3,schedule_ep,eval,64,-91.32,degraded,1.0,1.0,220.0,20.0,0.025,0.02
sched2_ep_s3,schedule_ep,eval,96,15.97,strict,1.0,1.0,220.0,20.0,0.05,0.05
sched2_ep_s3,schedule_ep,eval,120,0.63,tol2,1.0,1.3,220.0,25.0,0.05,0.04
sched2_ep_s3,schedule_ep,eval,152,-96.56,degraded,1.0,1.3,220.0,25.0,0.05,0.04
sched2_ep_s3,schedule_ep,eval,184,19.92,strict,1.5,2.6,200.0,50.0,0.045,0.028
sched2_ep_s3,schedule_ep,eval,216,18.85,strict,1.5,2.6,200.0,50.0,0.045,0.028
sched2_ep_s3,schedule_ep,eval,240,-78.65,degraded,3.0,2.6,150.0,50.0,0.06,0.028
sched2_ep_s3,schedule_ep,eval,272,19.1,strict,1.5,2.6,200.0,50.0,0.045,0.028
sched2_ep_s3,schedule_ep,eval,300,24.14,strict,2.0,3.0,150.0,80.0,0.06,0.02
sched2_ep_s4,schedule_ep,init,0,-0.01,strict,1.0,1.0,220.0,20.0,0.05,0.05
sched2_ep_s4,schedule_ep,eval,32,-2.77,tol2,1.0,1.0,220.0,20.0,0.05,0.05
sched2_ep_s4,schedule_ep,eval,64,15.22,strict,1.0,1.0,220.0,20.0,0.025,0.02
sched2_ep_s4,schedule_ep,eval,96,15.42,strict,1.0,1.0,220.0,20.0,0.025,0.02
sched2_ep_s4,schedule_ep,eval,120,-14.76,tol2,1.0,1.3,220.0,25.0,0.05,0.04
sched2_ep_s4,schedule_ep,eval,152,-259.58,degraded,1.0,1.3,220.0,25.0,0.05,0.04
sched2_ep_s4,schedule_ep,eval,184,-24.6,degraded,1.5,2.6,200.0,50.0,0.045,0.028
sched2_ep_s4,schedule_ep,eval,216,2.82,tol2,1.0,1.0,220.0,20.0,0.025,0.02
sched2_ep_s4,schedule_ep,eval,240,-21.5,degraded,3.0,2.6,150.0,50.0,0.06,0.028
sched2_ep_s4,schedule_ep,eval,272,19.37,strict,1.0,1.0,220.0,20.0,0.025,0.02
sched2_ep_s4,schedule_ep,eval,300,19.12,strict,2.0,3.0,150.0,60.0,0.06,0.02
sched3_comp_s0,?,init,0,0.02,strict,1.0,1.0,220.0,20.0,0.05,0.05
sched3_comp_s0,?,eval,32,-69.61,degraded,1.0,1.0,220.0,20.0,0.05,0.05
sched3_comp_s0,?,eval,64,11.39,strict,1.0,1.0,220.0,20.0,0.025,0.02
sched3_comp_s0,?,eval,96,18.41,strict,1.0,1.3,220.0,25.0,0.05,0.04
sched3_comp_s0,?,eval,120,17.68,strict,1.5,2.6,200.0,50.0,0.045,0.028
sched3_comp_s0,?,eval,152,21.67,strict,1.5,2.6,200.0,50.0,0.045,0.028
sched3_comp_s0,?,eval,184,24.31,strict,3.0,2.6,150.0,50.0,0.06,0.028
sched3_comp_s0,?,eval,216,18.27,degraded,2.0,3.0,150.0,80.0,0.06,0.02
sched3_comp_s0,?,eval,240,26.99,strict,3.0,2.6,150.0,50.0,0.06,0.028
sched3_comp_s1,?,init,0,-0.57,tol2,1.0,1.0,220.0,20.0,0.05,0.05
sched3_comp_s1,?,eval,32,-108.42,degraded,1.0,1.0,220.0,20.0,0.05,0.05
sched3_comp_s1,?,eval,64,2.63,tol2,1.0,1.0,220.0,20.0,0.025,0.02
sched3_comp_s1,?,eval,96,-186.86,degraded,1.0,1.3,220.0,25.0,0.05,0.04
sched3_comp_s1,?,eval,120,14.16,strict,1.0,1.0,220.0,20.0,0.025,0.02
sched3_comp_s1,?,eval,152,-20.54,tol2,1.0,1.0,220.0,20.0,0.025,0.02
sched3_comp_s1,?,eval,184,-53.56,degraded,1.0,1.0,220.0,20.0,0.025,0.02
sched3_comp_s1,?,eval,216,-3.47,tol2,1.0,1.0,220.0,20.0,0.025,0.02
sched3_comp_s1,?,eval,240,18.19,strict,1.5,2.6,200.0,50.0,0.045,0.028
toy_dtau_0,toy torque sweep,init,0,-0.3,tol2,1.0,1.0,220.0,20.0,0.05,0.05
toy_dtau_0,toy torque sweep,eval,30,4.2,strict,1.0,1.0,220.0,20.0,0.05,0.05
toy_dtau_0,toy torque sweep,eval,60,12.17,strict,1.0,1.0,220.0,20.0,0.05,0.05
toy_dtau_2000,toy torque sweep,init,0,-0.05,tol2,1.0,1.0,220.0,20.0,0.05,0.05
toy_dtau_2000,toy torque sweep,eval,30,-498.64,degraded,1.0,1.0,220.0,20.0,0.05,0.05
toy_dtau_2000,toy torque sweep,eval,60,-3182.51,degraded,1.0,1.0,220.0,20.0,0.05,0.05
toy_dtau_250,toy torque sweep,init,0,-0.07,tol2,1.0,1.0,220.0,20.0,0.05,0.05
toy_dtau_250,toy torque sweep,eval,30,-164.57,degraded,1.0,1.0,220.0,20.0,0.05,0.05
toy_dtau_250,toy torque sweep,eval,60,-208.56,degraded,1.0,1.0,220.0,20.0,0.05,0.05
toy_dtau_500,toy torque sweep,init,0,-0.06,tol2,1.0,1.0,220.0,20.0,0.05,0.05
toy_dtau_500,toy torque sweep,eval,30,-152.1,degraded,1.0,1.0,220.0,20.0,0.05,0.05
toy_dtau_500,toy torque sweep,eval,60,-240.08,degraded,1.0,1.0,220.0,20.0,0.05,0.05
toy_dtau_fix500,toy torque sweep,init,0,-0.07,tol2,1.0,1.0,220.0,20.0,0.05,0.05
toy_dtau_fix500,toy torque sweep,eval,30,3.99,strict,1.0,1.0,220.0,20.0,0.05,0.05
toy_dtau_fix500,toy torque sweep,eval,60,5.9,strict,1.0,1.0,220.0,20.0,0.05,0.05
tq_off_s0,guard,init,0,0.02,strict,1.0,1.0,220.0,20.0,0.05,0.05
tq_off_s0,guard,eval,32,-71.56,degraded,1.0,1.0,220.0,20.0,0.05,0.05
tq_off_s0,guard,eval,64,-5.02,tol2,1.0,1.0,220.0,20.0,0.05,0.05
tq_off_s0,guard,eval,96,-77.68,degraded,1.0,1.0,220.0,20.0,0.05,0.05
tq_off_s0,guard,eval,120,-0.78,tol2,1.0,1.0,220.0,20.0,0.05,0.05
tq_off_s0,guard,eval,152,17.89,strict,1.0,1.0,220.0,20.0,0.05,0.05
tq_off_s0,guard,eval,184,-31.22,degraded,1.0,1.0,220.0,20.0,0.05,0.05
tq_off_s0,guard,eval,216,17.26,strict,1.0,1.0,220.0,20.0,0.05,0.05
tq_off_s0,guard,eval,240,-14.49,tol2,1.0,1.0,220.0,20.0,0.05,0.05
tq_off_s0,guard,eval,272,17.39,strict,1.0,1.0,220.0,20.0,0.05,0.05
tq_off_s0,guard,eval,300,-113.37,degraded,1.0,1.0,220.0,20.0,0.05,0.05
tq_off_s1,guard,init,0,-0.57,tol2,1.0,1.0,220.0,20.0,0.05,0.05
tq_off_s1,guard,eval,32,-109.32,degraded,1.0,1.0,220.0,20.0,0.05,0.05
tq_off_s1,guard,eval,64,-177.65,degraded,1.0,1.0,220.0,20.0,0.05,0.05
tq_off_s1,guard,eval,96,-83.72,degraded,1.0,1.0,220.0,20.0,0.05,0.05
tq_off_s1,guard,eval,120,-80.26,degraded,1.0,1.0,220.0,20.0,0.05,0.05
tq_off_s1,guard,eval,152,11.15,strict,1.0,1.0,220.0,20.0,0.05,0.05
tq_off_s1,guard,eval,184,19.85,strict,1.0,1.0,220.0,20.0,0.05,0.05
tq_off_s1,guard,eval,216,-78.17,degraded,1.0,1.0,220.0,20.0,0.05,0.05
tq_off_s1,guard,eval,240,18.49,strict,1.0,1.0,220.0,20.0,0.05,0.05
tq_off_s1,guard,eval,272,23.47,strict,1.0,1.0,220.0,20.0,0.05,0.05
tq_off_s1,guard,eval,300,18.92,strict,1.0,1.0,220.0,20.0,0.05,0.05
tq_off_s2,guard,init,0,-0.01,strict,1.0,1.0,220.0,20.0,0.05,0.05
tq_off_s2,guard,eval,32,19.87,strict,1.0,1.0,220.0,20.0,0.05,0.05
tq_off_s2,guard,eval,64,-548.22,degraded,1.0,1.0,220.0,20.0,0.05,0.05
tq_off_s2,guard,eval,96,19.39,strict,1.0,1.0,220.0,20.0,0.05,0.05
tq_off_s2,guard,eval,120,-111.87,degraded,1.0,1.0,220.0,20.0,0.05,0.05
tq_off_s2,guard,eval,152,-56.24,degraded,1.0,1.0,220.0,20.0,0.05,0.05
tq_off_s2,guard,eval,184,0.28,tol2,1.0,1.0,220.0,20.0,0.05,0.05
tq_off_s2,guard,eval,216,16.93,strict,1.0,1.0,220.0,20.0,0.05,0.05
tq_off_s2,guard,eval,240,-208.25,degraded,1.0,1.0,220.0,20.0,0.05,0.05
tq_off_s2,guard,eval,272,-127.01,degraded,1.0,1.0,220.0,20.0,0.05,0.05
tq_off_s2,guard,eval,300,-235.41,degraded,1.0,1.0,220.0,20.0,0.05,0.05
tq_off_s3,guard,init,0,0.11,tol2,1.0,1.0,220.0,20.0,0.05,0.05
tq_off_s3,guard,eval,32,-131.15,degraded,1.0,1.0,220.0,20.0,0.05,0.05
tq_off_s3,guard,eval,64,-284.79,degraded,1.0,1.0,220.0,20.0,0.05,0.05
tq_off_s3,guard,eval,96,8.26,tol2,1.0,1.0,220.0,20.0,0.05,0.05
tq_off_s3,guard,eval,120,-44.78,degraded,1.0,1.0,220.0,20.0,0.05,0.05
tq_off_s3,guard,eval,152,18.83,strict,1.0,1.0,220.0,20.0,0.05,0.05
tq_off_s3,guard,eval,184,21.23,strict,1.0,1.0,220.0,20.0,0.05,0.05
tq_off_s3,guard,eval,216,9.79,tol2,1.0,1.0,220.0,20.0,0.05,0.05
tq_off_s3,guard,eval,240,-6.81,tol2,1.0,1.0,220.0,20.0,0.05,0.05
tq_off_s3,guard,eval,272,19.04,strict,1.0,1.0,220.0,20.0,0.05,0.05
tq_off_s3,guard,eval,300,-102.56,degraded,1.0,1.0,220.0,20.0,0.05,0.05
tq_off_s4,guard,init,0,-0.01,strict,1.0,1.0,220.0,20.0,0.05,0.05
tq_off_s4,guard,eval,32,-2.77,tol2,1.0,1.0,220.0,20.0,0.05,0.05
tq_off_s4,guard,eval,64,-80.87,degraded,1.0,1.0,220.0,20.0,0.05,0.05
tq_off_s4,guard,eval,96,-262.52,degraded,1.0,1.0,220.0,20.0,0.05,0.05
tq_off_s4,guard,eval,120,-57.24,degraded,1.0,1.0,220.0,20.0,0.05,0.05
tq_off_s4,guard,eval,152,-171.91,degraded,1.0,1.0,220.0,20.0,0.05,0.05
tq_off_s4,guard,eval,184,-35.09,degraded,1.0,1.0,220.0,20.0,0.05,0.05
tq_off_s4,guard,eval,216,14.91,strict,1.0,1.0,220.0,20.0,0.05,0.05
tq_off_s4,guard,eval,240,-33.6,degraded,1.0,1.0,220.0,20.0,0.05,0.05
tq_off_s4,guard,eval,272,17.59,strict,1.0,1.0,220.0,20.0,0.05,0.05
tq_off_s4,guard,eval,300,-81.71,degraded,1.0,1.0,220.0,20.0,0.05,0.05
tq_on2k_s0,guard+torque(debug),init,0,0.02,strict,1.0,1.0,220.0,20.0,0.05,0.05
tq_on2k_s0,guard+torque(debug),eval,32,-5417.36,degraded,1.0,1.0,220.0,20.0,0.05,0.05
tq_on2k_s0,guard+torque(debug),eval,64,-318.8,degraded,1.0,1.0,220.0,20.0,0.05,0.05
tq_on2k_s0,guard+torque(debug),eval,96,-10111.01,degraded,1.0,1.0,220.0,20.0,0.05,0.05
tq_on2k_s0,guard+torque(debug),eval,120,-92.25,degraded,1.0,1.0,220.0,20.0,0.05,0.05
tq_on2k_s0,guard+torque(debug),eval,152,-4737.23,degraded,1.0,1.0,220.0,20.0,0.05,0.05
tq_on2k_s0,guard+torque(debug),eval,184,-11257.24,degraded,1.0,1.0,220.0,20.0,0.05,0.05
tq_on2k_s0,guard+torque(debug),eval,216,-105.22,degraded,1.0,1.0,220.0,20.0,0.05,0.05
tq_on2k_s0,guard+torque(debug),eval,240,-5547.16,degraded,1.0,1.0,220.0,20.0,0.05,0.05
tq_on2k_s0,guard+torque(debug),eval,272,-155.86,degraded,1.0,1.0,220.0,20.0,0.05,0.05
tq_on2k_s0,guard+torque(debug),eval,300,-218.22,degraded,1.0,1.0,220.0,20.0,0.05,0.05
tq_on2kg_s0,guard+torque(debug),init,0,0.02,strict,1.0,1.0,220.0,20.0,0.05,0.05
tq_on2kg_s0,guard+torque(debug),eval,32,-209.23,degraded,1.0,1.0,220.0,20.0,0.05,0.05
tq_on2kg_s0,guard+torque(debug),eval,64,-263.59,degraded,1.0,1.0,220.0,20.0,0.05,0.05
tq_on2kg_s0,guard+torque(debug),eval,96,-7767.77,degraded,1.0,1.0,220.0,20.0,0.05,0.05
tq_on2kg_s0,guard+torque(debug),eval,120,-166.83,degraded,1.0,1.0,220.0,20.0,0.05,0.05
tq_on2kg_s0,guard+torque(debug),eval,152,-164.1,degraded,1.0,1.0,220.0,20.0,0.05,0.05
tq_on2kg_s0,guard+torque(debug),eval,184,-9719.37,degraded,1.0,1.0,220.0,20.0,0.05,0.05
tq_on2kg_s0,guard+torque(debug),eval,216,-716.84,degraded,1.0,1.0,220.0,20.0,0.05,0.05
tq_on2kg_s0,guard+torque(debug),eval,240,-10485.95,degraded,1.0,1.0,220.0,20.0,0.05,0.05
tq_on2kg_s0,guard+torque(debug),eval,272,-149.83,degraded,1.0,1.0,220.0,20.0,0.05,0.05
tq_on2kg_s0,guard+torque(debug),eval,300,-6565.04,degraded,1.0,1.0,220.0,20.0,0.05,0.05
tq_on2kk_s0,guard+torque(debug),init,0,0.02,strict,1.0,1.0,220.0,20.0,0.05,0.05
tq_on2kk_s0,guard+torque(debug),eval,32,-333.06,degraded,1.0,1.0,220.0,20.0,0.05,0.05
tq_on2kk_s0,guard+torque(debug),eval,64,-362.39,degraded,1.0,1.0,220.0,20.0,0.05,0.05
tq_on2kk_s0,guard+torque(debug),eval,96,-10363.94,degraded,1.0,1.0,220.0,20.0,0.05,0.05
tq_on2kk_s0,guard+torque(debug),eval,120,-8.78,degraded,1.0,1.0,220.0,20.0,0.05,0.05
tq_on2kk_s0,guard+torque(debug),eval,152,-6704.87,degraded,1.0,1.0,220.0,20.0,0.05,0.05
tq_on2kk_s0,guard+torque(debug),eval,184,-224.43,degraded,1.0,1.0,220.0,20.0,0.05,0.05
tq_on2kk_s0,guard+torque(debug),eval,216,-8673.06,degraded,1.0,1.0,220.0,20.0,0.05,0.05
tq_on2kk_s0,guard+torque(debug),eval,240,-10675.93,degraded,1.0,1.0,220.0,20.0,0.05,0.05
tq_on2kk_s0,guard+torque(debug),eval,272,-182.23,degraded,1.0,1.0,220.0,20.0,0.05,0.05
tq_on2kk_s0,guard+torque(debug),eval,300,-8061.39,degraded,1.0,1.0,220.0,20.0,0.05,0.05
tq_on3_s0,guard+torque,init,0,0.02,strict,1.0,1.0,220.0,20.0,0.05,0.05
tq_on3_s0,guard+torque,eval,32,-67.5,degraded,1.0,1.0,220.0,20.0,0.05,0.05
tq_on3_s0,guard+torque,eval,64,-229.16,degraded,1.0,1.0,220.0,20.0,0.05,0.05
tq_on3_s0,guard+torque,eval,96,16.3,strict,1.0,1.0,220.0,20.0,0.05,0.05
tq_on3_s0,guard+torque,eval,120,7.1,strict,1.0,1.0,220.0,20.0,0.05,0.05
tq_on3_s0,guard+torque,eval,152,-1.59,tol2,1.0,1.0,220.0,20.0,0.05,0.05
tq_on3_s0,guard+torque,eval,184,-182.25,degraded,1.0,1.0,220.0,20.0,0.05,0.05
tq_on3_s0,guard+torque,eval,216,16.02,strict,1.0,1.0,220.0,20.0,0.05,0.05
tq_on3_s0,guard+torque,eval,240,12.08,strict,1.0,1.0,220.0,20.0,0.05,0.05
tq_on3_s0,guard+torque,eval,272,12.52,strict,1.0,1.0,220.0,20.0,0.05,0.05
tq_on3_s0,guard+torque,eval,300,16.05,strict,1.0,1.0,220.0,20.0,0.05,0.05
tq_on3_s1,guard+torque,init,0,0.08,strict,1.0,1.0,220.0,20.0,0.05,0.05
tq_on3_s1,guard+torque,eval,32,-104.13,degraded,1.0,1.0,220.0,20.0,0.05,0.05
tq_on3_s1,guard+torque,eval,64,-99.89,degraded,1.0,1.0,220.0,20.0,0.05,0.05
tq_on3_s1,guard+torque,eval,96,-41.05,tol2,1.0,1.0,220.0,20.0,0.05,0.05
tq_on3_s1,guard+torque,eval,120,-23.13,tol2,1.0,1.0,220.0,20.0,0.05,0.05
tq_on3_s1,guard+torque,eval,152,-135.77,degraded,1.0,1.0,220.0,20.0,0.05,0.05
tq_on3_s1,guard+torque,eval,184,3.35,strict,1.0,1.0,220.0,20.0,0.05,0.05
tq_on3_s1,guard+torque,eval,216,-29.11,tol2,1.0,1.0,220.0,20.0,0.05,0.05
tq_on3_s1,guard+torque,eval,240,-166.81,degraded,1.0,1.0,220.0,20.0,0.05,0.05
tq_on3_s1,guard+torque,eval,272,11.14,strict,1.0,1.0,220.0,20.0,0.05,0.05
tq_on3_s1,guard+torque,eval,300,1.84,tol2,1.0,1.0,220.0,20.0,0.05,0.05
tq_on3_s2,guard+torque,init,0,0.07,strict,1.0,1.0,220.0,20.0,0.05,0.05
tq_on3_s2,guard+torque,eval,32,-270.02,degraded,1.0,1.0,220.0,20.0,0.05,0.05
tq_on3_s2,guard+torque,eval,64,-545.12,degraded,1.0,1.0,220.0,20.0,0.05,0.05
tq_on3_s2,guard+torque,eval,96,-33.65,tol2,1.0,1.0,220.0,20.0,0.05,0.05
tq_on3_s2,guard+torque,eval,120,-17.81,tol2,1.0,1.0,220.0,20.0,0.05,0.05
tq_on3_s2,guard+torque,eval,152,-165.96,degraded,1.0,1.0,220.0,20.0,0.05,0.05
tq_on3_s2,guard+torque,eval,184,-31.05,tol2,1.0,1.0,220.0,20.0,0.05,0.05
tq_on3_s2,guard+torque,eval,216,-213.18,degraded,1.0,1.0,220.0,20.0,0.05,0.05
tq_on3_s2,guard+torque,eval,240,-6.95,tol2,1.0,1.0,220.0,20.0,0.05,0.05
tq_on3_s2,guard+torque,eval,272,-3.82,tol2,1.0,1.0,220.0,20.0,0.05,0.05
tq_on3_s2,guard+torque,eval,300,10.27,tol2,1.0,1.0,220.0,20.0,0.05,0.05
tq_on3_s3,guard+torque,init,0,-0.69,tol2,1.0,1.0,220.0,20.0,0.05,0.05
tq_on3_s3,guard+torque,eval,32,-109.07,degraded,1.0,1.0,220.0,20.0,0.05,0.05
tq_on3_s3,guard+torque,eval,64,-314.3,degraded,1.0,1.0,220.0,20.0,0.05,0.05
tq_on3_s3,guard+torque,eval,96,1.58,strict,1.0,1.0,220.0,20.0,0.05,0.05
tq_on3_s3,guard+torque,eval,120,-63.15,degraded,1.0,1.0,220.0,20.0,0.05,0.05
tq_on3_s3,guard+torque,eval,152,5.7,strict,1.0,1.0,220.0,20.0,0.05,0.05
tq_on3_s3,guard+torque,eval,184,5.25,strict,1.0,1.0,220.0,20.0,0.05,0.05
tq_on3_s3,guard+torque,eval,216,4.27,strict,1.0,1.0,220.0,20.0,0.05,0.05
tq_on3_s3,guard+torque,eval,240,-75.67,degraded,1.0,1.0,220.0,20.0,0.05,0.05
tq_on3_s3,guard+torque,eval,272,5.47,strict,1.0,1.0,220.0,20.0,0.05,0.05
tq_on3_s3,guard+torque,eval,300,2.58,strict,1.0,1.0,220.0,20.0,0.05,0.05
tq_on3_s4,guard+torque,init,0,0.01,strict,1.0,1.0,220.0,20.0,0.05,0.05
tq_on3_s4,guard+torque,eval,32,-1.4,strict,1.0,1.0,220.0,20.0,0.05,0.05
tq_on3_s4,guard+torque,eval,64,1.28,strict,1.0,1.0,220.0,20.0,0.05,0.05
tq_on3_s4,guard+torque,eval,96,-1.59,strict,1.0,1.0,220.0,20.0,0.05,0.05
tq_on3_s4,guard+torque,eval,120,-2.58,strict,1.0,1.0,220.0,20.0,0.05,0.05
tq_on3_s4,guard+torque,eval,152,-25.49,tol2,1.0,1.0,220.0,20.0,0.05,0.05
tq_on3_s4,guard+torque,eval,184,-56.44,degraded,1.0,1.0,220.0,20.0,0.05,0.05
tq_on3_s4,guard+torque,eval,216,-36.62,tol2,1.0,1.0,220.0,20.0,0.05,0.05
tq_on3_s4,guard+torque,eval,240,-0.23,strict,1.0,1.0,220.0,20.0,0.05,0.05
tq_on3_s4,guard+torque,eval,272,-7.95,strict,1.0,1.0,220.0,20.0,0.05,0.05
tq_on3_s4,guard+torque,eval,300,-8.63,strict,1.0,1.0,220.0,20.0,0.05,0.05
tq_on_s0,guard+torque(debug),init,0,0.01,strict,1.0,1.0,220.0,20.0,0.05,0.05
tq_on_s0,guard+torque(debug),eval,32,-5920.29,degraded,1.0,1.0,220.0,20.0,0.05,0.05
tq_on_s0,guard+torque(debug),eval,64,-300.36,degraded,1.0,1.0,220.0,20.0,0.05,0.05
tq_on_s0,guard+torque(debug),eval,96,-4340.41,degraded,1.0,1.0,220.0,20.0,0.05,0.05
tq_on_s0,guard+torque(debug),eval,120,-170.62,degraded,1.0,1.0,220.0,20.0,0.05,0.05
tq_on_s0,guard+torque(debug),eval,152,-207.21,degraded,1.0,1.0,220.0,20.0,0.05,0.05
